M,P,Command,Iteration,Time
5,10000000,./main_executable_from_c,12,0.95
5,10000000,./main_executable_from_c,13,1.02
6,10000000,./main_executable_from_c,0,1.34
6,10000000,./main_executable_from_c,1,1.33
6,10000000,./main_executable_from_c,2,1.33
6,10000000,./main_executable_from_c,3,1.33
6,10000000,./main_executable_from_c,4,1.35
6,10000000,./main_executable_from_c,5,1.34
6,10000000,./main_executable_from_c,6,1.34
6,10000000,./main_executable_from_c,7,1.33
6,10000000,./main_executable_from_c,8,1.36
6,10000000,./main_executable_from_c,9,1.33
6,10000000,./main_executable_from_c,10,1.33
6,10000000,./main_executable_from_c,11,1.36
6,10000000,./main_executable_from_c,12,1.33
6,10000000,./main_executable_from_c,13,1.33
7,10000000,./main_executable_from_c,0,1.84
7,10000000,./main_executable_from_c,1,1.84
7,10000000,./main_executable_from_c,2,1.85
7,10000000,./main_executable_from_c,3,1.85
7,10000000,./main_executable_from_c,4,1.87
7,10000000,./main_executable_from_c,5,1.84
7,10000000,./main_executable_from_c,6,1.84
7,10000000,./main_executable_from_c,7,1.84
7,10000000,./main_executable_from_c,8,1.84
7,10000000,./main_executable_from_c,9,1.85
7,10000000,./main_executable_from_c,10,1.84
7,10000000,./main_executable_from_c,11,1.85
7,10000000,./main_executable_from_c,12,1.84
7,10000000,./main_executable_from_c,13,1.85
8,10000000,./main_executable_from_c,0,2.47
8,10000000,./main_executable_from_c,1,2.47
8,10000000,./main_executable_from_c,2,2.47
8,10000000,./main_executable_from_c,3,2.47
8,10000000,./main_executable_from_c,4,2.47
8,10000000,./main_executable_from_c,5,2.47
8,10000000,./main_executable_from_c,6,2.46
8,10000000,./main_executable_from_c,7,2.47
8,10000000,./main_executable_from_c,8,2.47
8,10000000,./main_executable_from_c,9,2.47
8,10000000,./main_executable_from_c,10,2.48
8,10000000,./main_executable_from_c,11,2.47
8,10000000,./main_executable_from_c,12,2.47
8,10000000,./main_executable_from_c,13,2.47
9,10000000,./main_executable_from_c,0,3.07
9,10000000,./main_executable_from_c,1,3.08
9,10000000,./main_executable_from_c,2,3.11
9,10000000,./main_executable_from_c,3,3.08
9,10000000,./main_executable_from_c,4,3.11
9,10000000,./main_executable_from_c,5,3.08
9,10000000,./main_executable_from_c,6,3.07
9,10000000,./main_executable_from_c,7,3.10
9,10000000,./main_executable_from_c,8,3.08
9,10000000,./main_executable_from_c,9,3.11
9,10000000,./main_executable_from_c,10,3.10
9,10000000,./main_executable_from_c,11,3.09
9,10000000,./main_executable_from_c,12,3.08
9,10000000,./main_executable_from_c,13,3.09
